,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,salary,roledepartament,numberchildren,remotework
539,25,no,,637.62,sales,42,1,,1,540,4,female,,3,2,sales executive,4,single,,13390.0,1,y,no,23,4,2,full time,0,6,5,2,6,,1,4,,1998,61800.00,sales executive  -  sales,,no
540,34,no,,647.32,sales,25,3,other,1,541,4,male,,3,2,sales executive,4,single,5228.33,13593.67,1,y,no,22,4,3,full time,0,6,5,3,6,,1,4,5228.33,1989,62740.00,sales executive  -  sales,,yes
541,34,no,,452.01,research & development,2,4,,1,542,3,female,,2,1,research scientist,1,,,9492.17,1,y,,11,,3,full time,0,6,3,3,6,,1,3,,1989,43810.00,research scientist  -  research & development,,yes
542,35,no,,1032.49,,7,3,other,1,543,3,male,,3,3,manufacturing director,3,single,8339.32,21682.23,3,y,no,21,4,2,,0,17,3,4,8,,1,6,8339.32,1988,,,,no
543,35,no,,264.02,,16,1,medical,1,544,1,female,33.00297619047619,2,1,research scientist,1,,,5544.5,1,y,,11,3,4,part time,0,6,3,2,6,,1,1,,1988,25590.00,,,no
544,33,no,,566.22,research & development,1,4,,1,545,3,female,70.77777777777777,4,2,healthcare representative,2,married,4573.33,11890.67,1,y,yes,13,3,1,full time,1,,2,3,6,,1,2,4573.33,1990,54880.00,healthcare representative  -  research & development,,yes
545,29,no,,259.38,,28,4,life sciences,1,546,3,female,,3,1,research scientist,4,divorced,2095.0,5447.0,4,y,no,22,4,1,part time,1,11,1,3,7,,1,7,2095.00,1994,25140.00,,,no
546,29,no,travel_frequently,290.04,research & development,10,3,,1,547,4,female,,3,1,research scientist,2,divorced,2342.59,6090.75,0,y,no,14,3,4,part time,2,8,2,2,7,,1,1,2342.59,1994,28111.13,research scientist  -  research & development,,yes
547,34,no,,556.26,,9,1,life sciences,1,548,2,female,69.53208262471655,3,2,sales executive,3,married,4492.84,11681.39,1,y,,20,4,1,part time,0,,3,2,6,,1,3,4492.84,1989,53914.11,,,no
548,28,no,travel_rarely,329.75,,19,4,medical,1,549,4,male,,2,1,laboratory technician,1,married,2663.33,6924.67,1,y,,12,3,3,,3,6,2,3,6,,3,3,2663.33,1995,31960.00,,,no
549,44,no,,290.04,,2,1,life sciences,1,550,1,female,,4,1,research scientist,4,married,,6090.75,1,y,,13,3,4,part time,1,10,5,3,10,,7,7,,1979,28111.13,,,no
550,31,no,travel_rarely,556.26,research & development,11,2,,1,551,3,male,69.53208262471655,3,2,healthcare representative,1,married,4492.84,11681.39,1,y,yes,12,,4,part time,0,6,2,2,6,,0,1,4492.84,1992,53914.11,healthcare representative  -  research & development,,no
551,26,no,,290.04,research & development,4,2,life sciences,1,552,3,male,36.25443871706758,3,1,research scientist,4,,2342.59,6090.75,1,y,yes,20,4,2,part time,0,,2,2,8,,2,2,2342.59,1997,28111.13,research scientist  -  research & development,,no
552,47,no,travel_rarely,352.86,,1,3,,1,553,1,male,,3,1,research scientist,4,,2850.0,7410.0,7,y,no,12,3,3,full time,1,17,2,2,6,,1,2,2850.00,1976,34200.00,,,yes
553,37,no,,290.04,research & development,5,2,,1,554,3,male,,4,1,laboratory technician,3,single,2342.59,6090.75,0,y,no,14,3,1,part time,0,7,2,1,6,,1,3,2342.59,1986,28111.13,laboratory technician  -  research & development,,no
554,32,no,,421.67,,1,4,,1,555,4,male,,3,2,research scientist,1,married,3405.83,8855.17,4,y,,14,3,2,,1,9,3,2,6,,1,2,3405.83,1991,,,,yes
555,32,no,,556.26,,2,3,medical,1,556,4,male,69.53208262471655,3,2,research scientist,2,divorced,4492.84,11681.39,0,y,no,13,3,3,part time,2,10,4,2,9,,1,6,4492.84,1991,53914.11,,,yes
556,33,no,non-travel,553.84,,16,3,life sciences,1,557,3,female,69.23015873015873,3,2,sales executive,4,,,11630.67,1,y,yes,25,4,3,part time,1,7,2,3,6,,1,2,,1990,53680.00,,,no
557,47,yes,,1334.67,sales,9,3,,1,558,3,male,,1,4,sales executive,3,married,,28028.0,7,y,no,11,,3,full time,0,25,3,1,23,,14,10,,1976,129360.00,sales executive  -  sales,,yes
558,41,yes,,556.26,,1,2,,1,559,2,female,,3,2,sales executive,4,,4492.84,11681.39,8,y,yes,11,3,1,part time,0,8,0,1,6,,0,5,4492.84,1982,53914.11,,,no
559,35,no,travel_rarely,290.04,research & development,16,3,medical,1,560,1,male,36.25443871706758,4,1,laboratory technician,2,married,,6090.75,0,y,,13,3,3,part time,1,6,5,3,5,,0,3,,1988,28111.13,laboratory technician  -  research & development,,no
560,29,no,travel_rarely,290.04,,2,3,life sciences,1,561,3,male,36.25443871706758,3,1,research scientist,2,married,2342.59,6090.75,0,y,no,23,4,4,part time,1,,3,3,5,,0,4,2342.59,1994,28111.13,,,no
561,32,no,travel_rarely,556.26,,1,3,life sciences,1,562,2,male,,3,2,research scientist,2,,4492.84,11681.39,1,y,no,17,3,2,part time,2,10,3,3,10,,0,9,4492.84,1991,53914.11,,,yes
562,35,no,travel_rarely,290.04,,1,3,medical,1,563,2,male,36.25443871706758,2,1,research scientist,3,single,2342.59,6090.75,1,y,no,18,3,1,part time,0,6,3,3,6,,0,4,2342.59,1988,28111.13,,,no
563,56,no,,1032.49,,13,3,,1,564,4,male,,1,3,manufacturing director,4,,8339.32,21682.23,4,y,no,11,3,1,,0,37,3,2,6,,0,2,8339.32,1967,,,,yes
564,28,no,,435.5,,4,3,medical,1,565,2,male,,3,2,sales executive,3,,,9145.5,1,y,,15,3,2,part time,0,5,3,4,5,,0,4,,1995,42210.00,,,yes
565,25,yes,travel_rarely,556.26,,5,3,,1,566,3,male,,2,2,sales executive,3,single,4492.84,11681.39,1,y,yes,11,3,4,,0,,1,3,6,,0,3,4492.84,1998,,,,yes
566,56,yes,,512.06,,14,4,life sciences,1,567,2,female,,3,1,research scientist,2,,,10753.17,9,y,,18,3,1,full time,3,7,2,3,5,,4,3,,1967,49630.00,,,yes
567,26,no,,290.04,research & development,6,3,,1,568,3,female,,2,1,research scientist,2,married,,6090.75,1,y,,19,3,3,part time,0,5,3,2,5,,4,3,,1997,28111.13,research scientist  -  research & development,,no
568,32,yes,,433.33,,9,3,medical,1,569,1,female,,3,1,laboratory technician,1,,3500.0,9100.0,7,y,no,22,4,1,,0,,2,4,5,,0,4,3500.00,1991,,,,no
569,30,no,travel_rarely,290.04,,18,3,life sciences,1,570,1,female,,3,1,research scientist,3,single,2342.59,6090.75,1,y,no,14,3,3,part time,0,,4,2,5,,0,4,2342.59,1993,28111.13,,,yes
570,50,no,travel_rarely,1973.98,,11,3,,1,571,3,female,,3,5,manager,2,,15943.72,41453.67,3,y,,15,3,2,,0,,5,3,5,,4,4,15943.72,1973,,,,no
571,32,no,,290.04,,6,5,life sciences,1,572,3,male,,3,1,research scientist,3,,2342.59,6090.75,3,y,no,20,4,1,part time,0,8,2,,5,,1,4,2342.59,1991,28111.13,,,no
572,45,no,travel_rarely,516.49,,4,2,,1,573,3,female,,3,2,sales executive,1,,4171.67,10846.33,4,y,,11,3,1,,1,9,3,4,5,,0,3,4171.67,1978,,,,no
573,43,no,,290.04,,7,3,,1,574,4,male,36.25443871706758,4,1,research scientist,4,divorced,2342.59,6090.75,4,y,no,14,3,4,part time,3,7,3,4,5,,2,2,2342.59,1980,28111.13,,,yes
574,29,yes,,788.15,,27,3,marketing,1,575,2,female,,3,3,sales executive,4,married,,16551.17,1,y,,22,4,4,part time,3,10,3,2,10,,1,9,,1994,76390.00,,,yes
575,31,no,non-travel,556.26,research & development,1,4,medical,1,576,3,male,,1,2,manufacturing director,3,,,11681.39,0,y,,12,3,4,part time,1,6,2,3,5,,1,4,,1992,53914.11,manufacturing director  -  research & development,,yes
576,33,yes,,290.04,,14,3,,1,577,3,male,,3,1,laboratory technician,4,married,2342.59,6090.75,5,y,yes,13,3,3,,1,8,2,1,5,,0,4,2342.59,1990,,,,no
577,31,yes,,290.04,,29,2,,1,578,3,male,,2,1,laboratory technician,2,,2342.59,6090.75,0,y,no,11,3,2,part time,0,,2,4,5,,1,4,2342.59,1992,28111.13,,,yes
578,37,no,,670.84,,6,4,,1,579,3,male,,3,2,sales executive,4,,5418.33,14087.67,4,y,no,14,3,2,,1,,5,4,5,,0,1,5418.33,1986,,,,yes
579,50,no,,1973.98,research & development,4,1,,1,580,1,male,,3,5,research director,2,divorced,15943.72,41453.67,3,y,no,14,3,1,,2,28,4,2,10,,1,6,15943.72,1973,,research director  -  research & development,,no
580,42,no,travel_frequently,1395.44,,26,3,,1,581,3,female,,3,4,sales executive,2,married,,29304.17,5,y,,14,3,4,full time,1,,2,,20,,4,8,,1981,135250.00,,,yes
581,27,no,,556.26,,2,3,,1,582,4,male,,3,2,sales executive,3,,4492.84,11681.39,1,y,yes,11,3,1,,0,5,3,3,5,,0,4,4492.84,1996,,,,yes
582,27,no,non-travel,655.06,,1,1,marketing,1,583,3,male,,3,2,sales executive,2,,5290.83,13756.17,0,y,yes,13,3,4,,1,,0,,5,,1,4,5290.83,1996,,,,yes
583,41,no,travel_rarely,556.26,,6,3,,1,584,4,male,,2,2,manufacturing director,2,single,4492.84,11681.39,6,y,yes,15,3,4,part time,0,,3,3,5,,1,2,4492.84,1982,53914.11,,,yes
584,37,no,travel_rarely,290.04,,10,3,medical,1,585,3,female,36.25443871706758,3,1,laboratory technician,1,,2342.59,6090.75,6,y,no,20,4,2,part time,1,,3,3,5,4,0,3,2342.59,1986,28111.13,,,yes
585,40,yes,,658.25,,22,2,,1,586,2,male,,2,2,sales executive,3,,,13823.33,2,y,yes,12,3,1,full time,2,8,6,3,6,,1,0,,1983,63800.00,,,yes
586,55,no,,1582.77,,2,3,,1,587,3,female,197.8464183087028,3,4,manager,4,single,12783.92,33238.2,2,y,yes,13,3,3,full time,0,,2,3,5,,1,2,12783.92,1968,153407.07,,,no
587,26,yes,travel_frequently,320.05,,3,1,,1,588,3,male,,3,1,research scientist,1,,,6721.0,0,y,,22,4,3,full time,0,,2,3,6,,0,4,,1997,31020.00,,,yes
588,40,no,travel_rarely,556.26,,2,2,marketing,1,589,4,female,,3,2,sales executive,2,divorced,4492.84,11681.39,7,y,,12,3,3,part time,2,,5,3,5,,1,3,4492.84,1983,53914.11,,,yes
589,25,no,,556.26,sales,4,2,,1,590,2,female,,2,2,sales executive,4,single,,11681.39,1,y,yes,11,3,2,part time,0,5,3,3,5,,1,3,,1998,53914.11,sales executive  -  sales,,no
590,30,no,,556.26,,12,3,,1,591,2,female,,3,2,sales executive,3,single,,11681.39,0,y,no,11,,2,part time,0,,6,3,5,,4,4,,1993,53914.11,,,yes
591,52,no,travel_rarely,1032.49,,32,3,,1,592,4,male,129.06091077207583,2,3,manufacturing director,3,married,,21682.23,2,y,,14,,3,part time,0,,4,3,5,,0,4,,1971,100071.84,,,no
592,42,no,travel_frequently,470.06,,12,2,,1,593,1,female,,3,2,research scientist,3,,3796.67,9871.33,2,y,no,11,3,2,part time,1,19,3,3,5,,0,2,3796.67,1981,45560.00,,,no
593,30,no,travel_rarely,556.26,,2,3,life sciences,1,594,3,female,,1,2,manufacturing director,4,,4492.84,11681.39,2,y,no,20,4,3,,0,11,2,3,5,,0,2,4492.84,1993,,,,yes
594,35,no,travel_rarely,436.43,,22,3,life sciences,1,595,4,male,54.55357142857143,1,1,laboratory technician,3,single,3525.0,9165.0,0,y,no,15,3,3,full time,0,,2,3,5,,4,3,3525.00,1988,42300.00,,,no
595,31,no,travel_rarely,1032.49,,7,3,,1,596,3,male,129.06091077207583,2,3,manager,4,divorced,,21682.23,9,y,,21,4,3,part time,1,10,3,2,5,,0,1,,1992,100071.84,,,yes
596,35,no,travel_rarely,501.33,sales,1,3,,1,597,1,female,,3,2,sales executive,3,single,,10527.83,1,y,,16,3,4,part time,0,5,3,3,5,,0,3,,1988,48590.00,sales executive  -  sales,,yes
597,25,no,,290.04,,13,1,,1,598,2,male,,3,1,sales representative,3,,2342.59,6090.75,1,y,,11,3,3,,0,7,1,3,7,,0,6,2342.59,1998,28111.13,,,yes
598,32,no,travel_rarely,652.27,,9,4,,1,599,1,female,81.53373015873017,3,2,research scientist,4,married,,13697.67,1,y,,12,3,4,full time,1,6,2,,6,,0,5,,1991,63220.00,,,no
599,47,yes,,556.26,,27,2,life sciences,1,600,2,female,69.53208262471655,4,2,sales executive,3,,4492.84,11681.39,4,y,yes,12,3,4,part time,0,8,2,3,5,,1,3,4492.84,1976,53914.11,,,no
600,30,no,travel_frequently,290.04,,5,4,life sciences,1,601,2,male,36.25443871706758,2,1,research scientist,4,divorced,,6090.75,9,y,no,12,3,2,part time,1,10,3,2,5,,0,3,,1993,28111.13,,,yes
601,45,no,,1110.26,,9,3,marketing,1,602,4,male,,3,3,sales executive,1,divorced,8967.5,23315.5,4,y,yes,12,3,3,full time,1,18,2,3,5,,0,2,8967.50,1978,107610.00,,,no
602,36,no,travel_rarely,290.04,,8,3,life sciences,1,603,1,male,,2,1,human resources,1,,2342.59,6090.75,0,y,,21,4,3,,0,,3,3,5,,0,3,2342.59,1987,,,,yes
603,31,no,,290.04,,11,4,,1,604,4,male,,3,1,research scientist,4,,2342.59,6090.75,3,y,,19,3,2,part time,1,,2,3,6,,0,2,2342.59,1992,28111.13,,,yes
604,37,no,travel_frequently,306.74,,21,2,medical,1,605,3,female,,3,1,sales representative,4,married,,6441.5,5,y,,15,3,2,full time,1,,3,3,5,4,0,0,,1986,29730.00,,,no
605,39,no,travel_rarely,536.92,,2,3,life sciences,1,606,4,female,,2,2,human resources,4,,4336.67,11275.33,8,y,no,11,3,3,part time,2,13,2,3,5,,0,4,4336.67,1984,52040.00,,,no
606,42,no,,556.26,,14,2,,1,607,3,female,69.53208262471655,2,2,sales executive,3,,4492.84,11681.39,7,y,,17,3,1,part time,0,,6,3,5,,0,3,4492.84,1981,53914.11,,,yes
607,30,no,travel_rarely,1032.49,,8,2,,1,608,3,male,129.06091077207583,3,3,sales executive,3,,8339.32,21682.23,5,y,no,11,3,1,part time,1,,2,4,8,,7,7,8339.32,1993,100071.84,,,no
608,50,no,,1795.13,,1,2,medical,1,609,4,male,,3,4,research director,4,divorced,14499.17,37697.83,9,y,no,22,,3,full time,1,32,1,2,5,,1,3,14499.17,1973,173990.00,,,yes
609,59,no,travel_rarely,1032.49,sales,1,2,,1,610,2,male,,3,3,manager,4,,8339.32,21682.23,3,y,yes,14,3,3,,1,14,1,1,6,,0,4,8339.32,1964,,manager  -  sales,,yes
610,54,no,,1032.49,,2,4,life sciences,1,611,3,female,,2,3,sales executive,3,married,8339.32,21682.23,6,y,no,11,3,2,part time,1,13,4,3,9,,7,0,8339.32,1969,100071.84,,,yes
611,56,no,,290.04,,9,3,medical,1,612,1,female,36.25443871706758,3,1,research scientist,3,married,,6090.75,2,y,no,19,3,2,part time,1,18,4,3,5,,0,3,,1967,28111.13,,,no
612,48,no,,1742.1,,1,4,,1,613,1,male,217.76289682539684,4,4,manager,4,single,,36584.17,2,y,no,22,,3,full time,0,,3,2,5,,2,1,,1975,168850.00,,,yes
613,39,no,,556.26,research & development,9,3,life sciences,1,614,3,male,,3,2,laboratory technician,2,single,4492.84,11681.39,9,y,no,15,3,3,part time,0,9,2,2,5,,0,3,4492.84,1984,53914.11,laboratory technician  -  research & development,,no
614,35,no,travel_rarely,446.02,,8,4,technical degree,1,615,3,male,,3,1,human resources,3,,,9366.5,1,y,no,17,3,2,full time,0,6,2,1,5,,1,4,,1988,43230.00,,,yes
615,42,no,travel_rarely,531.87,sales,4,4,marketing,1,616,2,male,,3,2,sales executive,1,single,4295.83,11169.17,7,y,no,13,3,4,,0,,3,,6,,1,5,4295.83,1981,51550.00,sales executive  -  sales,,no
616,44,yes,,302.92,,10,4,,1,617,3,male,,3,1,research scientist,3,single,,6361.33,1,y,yes,11,3,3,full time,0,6,4,3,6,,0,2,,1979,29360.00,,,no
617,29,no,travel_rarely,290.04,,15,1,,1,618,2,female,36.25443871706758,1,1,research scientist,4,married,,6090.75,0,y,yes,18,,1,part time,1,6,2,2,5,,1,3,,1994,28111.13,,,no
618,33,no,,290.04,,2,3,human resources,1,619,2,male,,3,1,human resources,3,,2342.59,6090.75,1,y,no,13,3,4,,1,5,2,3,5,,1,4,2342.59,1990,,,,yes
619,54,no,travel_frequently,1032.49,,1,4,,1,620,4,female,,3,3,manufacturing director,3,,8339.32,21682.23,7,y,no,17,3,1,part time,1,33,2,1,5,,1,4,8339.32,1969,100071.84,,,no
620,46,no,,1938.55,sales,4,2,,1,621,4,female,,2,5,manager,2,married,15657.5,40709.5,2,y,,14,3,3,,1,,2,3,11,,0,8,15657.50,1977,187890.00,manager  -  sales,,yes
621,30,no,non-travel,556.26,,9,2,medical,1,622,3,female,,3,2,manufacturing director,3,single,4492.84,11681.39,7,y,yes,18,,3,part time,0,10,3,3,8,4,1,7,4492.84,1993,53914.11,,,yes
622,32,yes,travel_rarely,503.8,,7,2,life sciences,1,623,4,male,,3,2,laboratory technician,3,,4069.17,10579.83,1,y,,18,3,1,part time,1,,3,3,10,,1,1,4069.17,1991,48830.00,,,yes
623,40,yes,,1032.49,,25,4,,1,624,4,male,129.06091077207583,2,3,sales executive,2,single,,21682.23,2,y,yes,12,3,3,part time,0,9,2,3,5,,1,0,,1983,100071.84,,,yes
624,34,no,non-travel,209.34,,26,1,,1,625,1,female,,2,1,research scientist,3,divorced,,4396.17,1,y,no,20,4,3,part time,3,5,2,3,5,,0,0,,1989,20290.00,,,yes
625,39,no,travel_rarely,556.26,sales,21,4,,1,626,1,male,,2,2,sales executive,4,married,,11681.39,3,y,,12,3,4,part time,2,8,2,4,5,,1,4,,1984,53914.11,sales executive  -  sales,,no
626,37,no,,309.11,,4,1,,1,627,3,male,,3,1,research scientist,3,married,2496.67,6491.33,7,y,yes,15,3,4,full time,0,8,2,3,6,,1,3,2496.67,1986,29960.00,,,no
627,33,no,,556.26,sales,41,1,life sciences,1,628,4,male,,3,2,sales executive,4,married,4492.84,11681.39,6,y,,13,3,1,part time,0,8,2,4,5,,1,2,4492.84,1990,53914.11,sales executive  -  sales,,yes
628,39,no,non-travel,1032.49,research & development,25,2,,1,629,3,male,129.06091077207583,3,3,healthcare representative,3,,8339.32,21682.23,3,y,no,21,4,2,part time,1,13,2,3,6,,0,5,8339.32,1984,100071.84,healthcare representative  -  research & development,,no
629,52,no,travel_rarely,290.04,,8,4,other,1,630,3,female,,3,1,laboratory technician,1,married,,6090.75,9,y,no,13,,3,part time,0,12,2,1,5,,0,4,,1971,28111.13,,,yes
630,36,no,,957.25,,3,4,,1,631,1,female,,3,2,sales executive,2,single,7731.67,20102.33,3,y,yes,16,3,4,full time,0,15,3,3,5,,0,1,7731.67,1987,92780.00,,,yes
631,36,no,,556.26,,47,4,life sciences,1,632,4,male,69.53208262471655,2,2,laboratory technician,4,single,4492.84,11681.39,1,y,,16,3,3,part time,0,10,2,2,10,,1,8,4492.84,1987,53914.11,,,yes
632,24,no,travel_rarely,429.41,,4,1,,1,633,4,female,,3,2,sales executive,3,married,3468.33,9017.67,1,y,yes,12,3,3,,2,,3,3,5,,0,3,3468.33,1999,,,,yes
633,34,no,travel_rarely,290.04,,1,3,life sciences,1,634,4,female,36.25443871706758,2,1,laboratory technician,2,,,6090.75,5,y,no,17,3,1,part time,1,7,2,2,5,,0,2,,1989,28111.13,,,no
634,28,no,,556.26,sales,5,3,,1,635,4,male,,3,2,sales executive,1,single,4492.84,11681.39,0,y,,18,3,4,part time,0,,4,3,5,,1,3,4492.84,1995,53914.11,sales executive  -  sales,,yes
635,33,no,travel_rarely,290.04,research & development,4,4,medical,1,636,1,female,,2,1,laboratory technician,2,,2342.59,6090.75,8,y,no,11,3,4,part time,0,8,5,3,5,,0,2,2342.59,1990,28111.13,laboratory technician  -  research & development,,yes
636,47,no,travel_rarely,556.26,,14,3,medical,1,637,3,female,,3,2,sales executive,3,married,4492.84,11681.39,3,y,,17,3,3,part time,1,,4,2,5,,1,2,4492.84,1976,53914.11,,,yes
637,40,yes,,290.04,,9,4,life sciences,1,638,4,male,36.25443871706758,3,1,laboratory technician,1,single,2342.59,6090.75,3,y,,14,3,2,part time,0,15,3,1,5,,1,0,2342.59,1983,28111.13,,,no
638,45,no,travel_rarely,290.04,,49,3,technical degree,1,639,4,male,,3,1,research scientist,4,married,2342.59,6090.75,4,y,no,20,4,4,part time,1,,3,3,5,,0,3,2342.59,1978,28111.13,,,yes
639,40,no,travel_rarely,556.26,,9,2,,1,640,1,male,69.53208262471655,3,2,sales executive,1,,,11681.39,0,y,,12,3,4,part time,0,,5,4,8,,7,1,,1983,53914.11,,,yes
640,29,no,,913.4,,2,1,life sciences,1,641,1,male,,3,2,healthcare representative,4,,7377.5,19181.5,1,y,,19,3,4,full time,1,6,0,4,6,,1,3,7377.50,1994,88530.00,,,yes
641,40,no,,556.26,,14,2,life sciences,1,642,4,female,,3,2,sales executive,1,married,4492.84,11681.39,1,y,no,15,3,3,part time,1,5,2,3,5,,1,2,4492.84,1983,53914.11,,,yes
642,43,no,,503.08,,27,3,,1,643,4,male,,4,1,laboratory technician,2,divorced,,10564.67,5,y,,12,3,3,full time,1,,0,,6,,0,2,,1980,48760.00,,,no
643,30,no,,220.9,,7,3,,1,644,2,male,,2,1,research scientist,2,,,4638.83,1,y,no,12,3,2,part time,1,6,3,2,6,,1,1,,1993,21410.00,,,yes
644,38,no,,800.22,research & development,2,2,,1,645,4,female,,2,3,manufacturing director,3,,6463.33,16804.67,3,y,,19,3,4,,1,10,6,4,5,,0,2,6463.33,1985,,manufacturing director  -  research & development,,yes
645,37,no,travel_rarely,406.1,research & development,10,3,,1,646,2,female,50.761904761904766,3,1,research scientist,2,married,,8528.0,1,y,,11,3,1,full time,1,8,2,1,8,,7,7,,1986,39360.00,research scientist  -  research & development,,no
646,39,no,travel_rarely,556.26,,12,3,medical,1,647,4,male,,3,2,manufacturing director,2,,4492.84,11681.39,4,y,no,21,4,3,part time,0,,3,3,5,,1,0,4492.84,1984,53914.11,,,yes
647,36,no,travel_rarely,705.92,research & development,11,2,life sciences,1,648,1,male,88.24007936507937,4,2,healthcare representative,1,divorced,,14824.33,6,y,no,20,4,1,full time,1,13,3,3,5,,0,4,,1987,68420.00,healthcare representative  -  research & development,,yes
648,23,yes,travel_rarely,411.56,,8,1,medical,1,649,4,male,,2,1,laboratory technician,3,single,3324.17,8642.83,1,y,,11,,1,full time,0,5,2,3,5,,1,2,3324.17,2000,39890.00,,,yes
649,35,no,,508.65,,2,4,,1,650,1,male,,2,1,research scientist,4,,,10681.67,0,y,yes,14,3,3,full time,0,6,2,4,5,,1,4,,1988,49300.00,,,yes
650,31,no,travel_frequently,556.26,,24,1,technical degree,1,651,4,female,,3,2,manufacturing director,4,single,,11681.39,2,y,,20,4,4,part time,0,9,3,2,5,,1,4,,1992,53914.11,,,yes
651,38,no,travel_rarely,381.95,research & development,6,2,other,1,652,4,female,,2,1,laboratory technician,3,married,3085.0,8021.0,1,y,no,11,3,2,,1,5,3,3,5,,0,4,3085.00,1985,,laboratory technician  -  research & development,,yes
652,35,no,,279.09,,23,4,medical,1,653,2,male,,1,1,laboratory technician,3,married,2254.17,5860.83,0,y,,16,,2,part time,1,6,2,4,5,,0,3,2254.17,1988,27050.00,,,yes
653,40,no,,458.92,,12,3,,1,654,2,female,57.36507936507937,3,2,healthcare representative,1,,3706.67,9637.33,2,y,,12,3,2,part time,1,15,3,3,7,,7,7,3706.67,1983,44480.00,,,yes
654,27,no,travel_frequently,245.45,research & development,48,2,,1,655,4,female,,3,1,laboratory technician,4,single,,5154.5,0,y,yes,14,3,3,part time,0,6,3,2,5,,0,2,,1996,23790.00,laboratory technician  -  research & development,,yes
655,41,no,,556.26,,8,3,,1,656,3,female,,3,2,sales executive,2,,4492.84,11681.39,5,y,no,21,4,3,,1,14,3,3,5,,1,4,4492.84,1982,,,,yes
656,33,no,travel_rarely,566.12,,15,4,marketing,1,657,2,male,,3,2,sales executive,3,single,,11888.5,1,y,no,14,3,2,full time,0,,2,2,10,,0,9,,1990,54870.00,,,no
657,49,no,,1973.98,,2,1,life sciences,1,658,2,male,,3,5,research director,4,married,15943.72,41453.67,3,y,no,15,3,4,,0,28,3,3,5,,4,3,15943.72,1974,,,,no
658,36,no,non-travel,289.92,,9,4,,1,659,1,male,,4,1,laboratory technician,2,,,6088.33,1,y,no,22,4,2,part time,0,5,3,3,5,,0,2,,1987,28100.00,,,yes
659,41,no,,922.17,,3,3,life sciences,1,660,3,male,115.2718253968254,2,2,sales executive,2,divorced,7448.33,19365.67,2,y,,11,3,3,full time,1,14,5,3,5,,0,4,7448.33,1982,89380.00,,,no
660,29,no,,290.04,,41,4,medical,1,661,4,female,,2,1,research scientist,1,single,2342.59,6090.75,1,y,no,14,3,2,part time,0,5,3,1,5,,0,4,2342.59,1994,28111.13,,,yes
661,31,no,non-travel,1025.14,,5,3,medical,1,662,2,male,,3,2,manufacturing director,1,,8280.0,21528.0,0,y,no,19,3,2,full time,0,10,2,3,9,,1,7,8280.00,1992,99360.00,,,yes
662,36,yes,travel_rarely,290.04,,9,4,life sciences,1,663,3,male,,2,1,sales representative,1,single,2342.59,6090.75,7,y,no,23,4,2,part time,0,,4,,5,,0,3,2342.59,1987,28111.13,,,no
663,43,no,travel_rarely,290.04,,2,2,medical,1,664,4,female,36.25443871706758,4,1,research scientist,3,,,6090.75,1,y,no,12,3,4,part time,2,6,3,2,5,,1,4,,1980,28111.13,,,no
664,33,no,travel_frequently,556.26,,18,3,life sciences,1,665,1,female,,4,2,sales executive,1,married,4492.84,11681.39,2,y,no,19,,1,part time,2,,3,3,5,,1,3,4492.84,1990,53914.11,,,no
