,Unnamed: 0,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,salary,roledepartament,numberchildren,remotework
454,454,33,no,non-travel,531.04,,2,3,marketing,1,455,4,female,,3,2,sales executive,2,,4289.17,11151.83,8,y,no,15,3.0,4,part time,0,13.0,2,2.0,11,,1,7,4289.17,1990,51470.0,,,yes
455,455,32,no,,280.43,,5,4,,1,456,2,male,35.05357142857143,3,1,research scientist,2,single,2265.0,5889.0,2,y,no,14,3.0,2,part time,0,12.0,3,3.0,7,,0,7,2265.0,1991,27180.0,,,yes
456,456,43,no,travel_rarely,365.13,,2,3,life sciences,1,457,2,male,,3,1,human resources,4,,2949.17,7667.83,0,y,no,13,3.0,2,,0,,5,3.0,9,,1,8,2949.17,1980,,,,no
457,457,31,no,travel_rarely,564.16,,29,4,marketing,1,458,1,female,,2,2,sales executive,4,,4556.67,11847.33,1,y,,14,3.0,1,full time,2,,3,3.0,12,,5,7,4556.67,1992,54680.0,,,yes
458,458,35,yes,,599.75,,27,3,,1,459,3,male,,3,2,sales executive,4,,4844.17,12594.83,1,y,,18,3.0,4,,0,,2,3.0,10,,7,7,4844.17,1988,,,,no
459,459,35,no,non-travel,556.26,research & development,2,2,medical,1,460,2,male,,3,2,manufacturing director,4,divorced,4492.84,11681.39,2,y,no,14,3.0,3,,1,15.0,6,3.0,7,,1,7,4492.84,1988,53914.11,manufacturing director  -  research & development,,no
460,460,30,no,,997.39,,10,3,medical,1,461,1,female,,3,3,manufacturing director,3,single,8055.83,20945.17,9,y,no,14,3.0,2,part time,0,9.0,3,3.0,7,,0,2,8055.83,1993,96670.0,,,no
461,461,46,yes,travel_rarely,556.26,,19,2,medical,1,462,4,female,,3,2,healthcare representative,2,married,4492.84,11681.39,4,y,no,22,4.0,4,,1,13.0,2,4.0,9,7.0,3,7,4492.84,1977,,,,no
462,462,45,no,non-travel,531.76,,2,4,,1,463,3,female,,3,2,sales executive,3,married,,11167.0,4,y,,22,4.0,2,part time,2,10.0,3,4.0,8,,5,7,,1978,51540.0,,,no
463,463,43,no,travel_frequently,585.52,,2,4,life sciences,1,464,1,male,73.18948412698413,3,2,sales executive,4,married,4729.17,12295.83,1,y,,20,4.0,3,full time,1,7.0,5,3.0,7,,7,7,4729.17,1980,56750.0,,,no
464,464,46,yes,,754.62,,10,3,life sciences,1,465,3,female,,3,3,sales executive,2,,6095.0,15847.0,5,y,,21,4.0,3,part time,3,14.0,2,3.0,8,,0,7,6095.0,1977,73140.0,,,yes
465,465,40,no,travel_rarely,1582.77,research & development,1,4,,1,466,1,male,,3,4,manager,1,,12783.92,33238.2,2,y,,11,3.0,1,,1,22.0,3,,19,,11,16,12783.92,1983,,manager  -  research & development,,yes
466,466,27,no,travel_rarely,556.26,sales,2,2,,1,467,1,female,,4,2,sales executive,3,single,4492.84,11681.39,0,y,no,14,3.0,2,part time,0,9.0,5,2.0,8,,0,7,4492.84,1996,53914.11,sales executive  -  sales,,no
467,467,42,no,,1032.49,,6,3,medical,1,468,3,male,,3,3,research director,1,married,8339.32,21682.23,9,y,no,13,3.0,2,,1,18.0,3,4.0,13,,5,7,8339.32,1981,,,,yes
468,468,26,no,travel_frequently,290.04,,6,3,other,1,469,3,male,36.25443871706758,4,1,laboratory technician,4,married,2342.59,6090.75,0,y,no,18,3.0,1,part time,1,8.0,3,3.0,7,,7,7,2342.59,1997,28111.13,,,yes
469,469,28,no,travel_frequently,556.26,,1,2,life sciences,1,470,3,male,69.53208262471655,2,2,sales executive,4,married,,11681.39,1,y,,12,3.0,3,part time,1,7.0,2,3.0,7,,0,7,,1995,53914.11,,,yes
470,470,47,no,,556.26,,14,4,,1,471,3,male,69.53208262471655,3,2,research scientist,2,married,4492.84,11681.39,8,y,,18,3.0,3,part time,1,,4,4.0,8,,1,7,4492.84,1976,53914.11,,,no
471,471,34,no,travel_rarely,1032.49,,13,4,medical,1,472,4,male,,3,3,sales executive,3,divorced,8339.32,21682.23,1,y,no,18,3.0,3,part time,1,9.0,2,2.0,8,,1,1,8339.32,1989,100071.84,,,yes
472,472,26,no,,290.04,research & development,1,3,medical,1,473,3,male,,3,1,laboratory technician,1,single,2342.59,6090.75,0,y,no,13,3.0,4,part time,0,8.0,6,,7,,7,6,2342.59,1997,28111.13,laboratory technician  -  research & development,,yes
473,473,27,no,travel_rarely,556.26,,9,3,,1,474,4,male,,3,2,sales executive,4,,,11681.39,1,y,,14,3.0,1,part time,0,,5,,7,,0,7,,1996,53914.11,,,no
474,474,31,yes,travel_frequently,556.26,sales,26,4,marketing,1,475,1,male,,3,2,sales executive,4,,4492.84,11681.39,1,y,yes,11,3.0,3,part time,0,10.0,4,3.0,10,,0,8,4492.84,1992,53914.11,sales executive  -  sales,,yes
475,475,33,no,travel_frequently,556.26,,7,2,life sciences,1,476,4,male,,3,2,healthcare representative,3,divorced,4492.84,11681.39,1,y,,20,,3,,3,9.0,2,3.0,9,,2,8,4492.84,1990,,,,yes
476,476,31,no,,1032.49,,10,3,,1,477,3,female,,3,3,research director,3,married,8339.32,21682.23,4,y,no,20,4.0,3,part time,1,13.0,2,4.0,11,,4,8,8339.32,1992,100071.84,,,yes
477,477,35,no,,525.98,,9,4,medical,1,478,2,male,,3,2,research scientist,3,,,11045.67,1,y,no,19,3.0,2,part time,0,10.0,5,3.0,10,,0,8,,1988,50980.0,,,yes
478,478,33,no,travel_rarely,556.26,,15,2,,1,479,2,female,,3,2,healthcare representative,4,married,4492.84,11681.39,0,y,yes,13,,1,part time,1,,6,3.0,9,,8,1,4492.84,1990,53914.11,,,yes
479,479,39,no,travel_rarely,556.26,,24,1,life sciences,1,480,1,male,,3,2,research scientist,4,single,4492.84,11681.39,7,y,no,13,,1,,0,,2,3.0,7,,1,7,4492.84,1984,,,,no
480,480,36,no,travel_rarely,1032.49,,46,3,,1,481,4,female,129.06091077207583,2,3,sales executive,4,married,,21682.23,0,y,no,19,3.0,3,part time,2,10.0,2,3.0,9,,3,4,,1987,100071.84,,,yes
481,481,41,no,travel_rarely,1400.08,,28,4,life sciences,1,482,1,female,,2,4,manufacturing director,2,married,11308.33,29401.67,0,y,no,23,,3,full time,1,21.0,3,3.0,20,,0,10,11308.33,1982,135700.0,,,yes
482,482,34,no,,692.51,sales,28,3,marketing,1,483,4,female,,2,2,sales executive,3,married,,14542.67,1,y,no,21,4.0,4,full time,2,8.0,2,3.0,8,,1,7,,1989,67120.0,sales executive  -  sales,,no
483,483,38,no,travel_rarely,556.26,,10,2,,1,484,1,female,,3,2,sales executive,4,married,4492.84,11681.39,1,y,no,11,3.0,3,,1,10.0,1,3.0,10,,1,9,4492.84,1985,,,,yes
484,484,39,no,travel_rarely,1030.82,,6,1,,1,485,4,male,,2,3,healthcare representative,1,,8325.83,21647.17,4,y,,15,3.0,1,part time,1,,5,3.0,7,,1,7,8325.83,1984,99910.0,,,yes
485,485,34,no,travel_rarely,1032.49,,7,4,,1,486,1,female,,3,3,research director,2,single,,21682.23,0,y,no,11,,3,part time,0,,4,3.0,12,6.0,2,11,,1989,100071.84,,,no
486,486,44,no,travel_rarely,1057.33,,7,4,medical,1,487,1,female,,2,3,healthcare representative,4,married,8540.0,22204.0,3,y,,14,,4,full time,1,24.0,4,3.0,22,,5,17,8540.0,1979,102480.0,,,yes
487,487,46,no,,556.26,,5,4,,1,488,1,male,,3,2,sales executive,4,single,4492.84,11681.39,4,y,,21,,3,part time,0,14.0,4,3.0,9,,0,8,4492.84,1977,53914.11,,,yes
488,488,41,no,travel_frequently,1582.77,research & development,10,3,life sciences,1,489,4,male,197.8464183087028,2,4,manager,1,divorced,,33238.2,4,y,,13,3.0,2,full time,1,,2,2.0,7,,7,7,,1982,153407.07,manager  -  research & development,,no
489,489,39,no,,1128.52,research & development,2,4,,1,490,3,female,,3,3,healthcare representative,3,single,9115.0,23699.0,0,y,no,25,4.0,4,,0,20.0,1,3.0,19,,11,8,9115.0,1984,,healthcare representative  -  research & development,,no
490,490,42,no,travel_rarely,267.53,,2,3,medical,1,491,4,female,,2,1,laboratory technician,1,divorced,2160.83,5618.17,0,y,yes,11,3.0,3,part time,1,10.0,4,3.0,9,,7,8,2160.83,1981,25930.0,,,yes
491,491,33,no,travel_frequently,1225.51,research & development,5,4,,1,492,4,female,,3,3,manager,2,married,9898.33,25735.67,6,y,,11,,2,,2,12.0,2,3.0,10,,8,8,9898.33,1990,,manager  -  research & development,,yes
492,492,35,no,travel_rarely,835.2,,5,4,technical degree,1,493,3,male,,3,3,manufacturing director,2,single,6745.83,17539.17,0,y,no,13,3.0,4,part time,0,17.0,5,3.0,16,,0,13,6745.83,1988,80950.0,,,yes
493,493,33,yes,travel_rarely,1032.49,,15,1,medical,1,494,2,male,,3,3,manager,3,married,,21682.23,7,y,,12,3.0,4,part time,0,15.0,2,4.0,7,,7,7,,1990,100071.84,,,yes
494,494,40,no,travel_rarely,1582.77,,6,3,life sciences,1,495,2,female,,3,4,manufacturing director,3,single,,33238.2,7,y,no,15,3.0,3,full time,0,22.0,3,3.0,20,,5,13,,1983,153407.07,,,no
495,495,41,no,travel_rarely,1973.98,,10,4,human resources,1,496,2,male,,2,5,manager,4,divorced,15943.72,41453.67,3,y,no,15,3.0,2,full time,3,23.0,2,2.0,21,,12,6,15943.72,1982,191324.62,,,no
496,496,27,no,,556.26,,7,3,,1,497,4,female,,2,2,healthcare representative,1,,,11681.39,8,y,no,19,3.0,1,part time,0,,2,1.0,7,,0,7,,1996,53914.11,,,no
497,497,52,no,travel_rarely,1739.11,,3,4,marketing,1,498,3,male,,2,4,manager,1,,14046.67,36521.33,1,y,,11,3.0,1,full time,0,,3,4.0,34,,1,16,14046.67,1971,168560.0,,,yes
498,498,51,no,travel_rarely,1582.77,,26,4,marketing,1,499,1,female,197.8464183087028,3,4,manager,3,married,12783.92,33238.2,2,y,no,14,3.0,3,full time,1,,2,2.0,20,,4,17,12783.92,1972,153407.07,,,no
499,499,47,no,travel_rarely,468.1,,2,2,marketing,1,500,3,female,,3,2,sales executive,4,,3780.83,9830.17,0,y,,22,4.0,1,part time,1,8.0,2,3.0,7,,7,7,3780.83,1976,45370.0,,,yes
500,500,50,no,non-travel,1849.3,research & development,2,4,,1,501,1,male,,3,4,manager,1,divorced,,38835.33,1,y,,11,3.0,4,full time,1,31.0,3,3.0,31,,14,7,,1973,179240.0,manager  -  research & development,,no
501,501,35,no,travel_rarely,414.14,research & development,21,1,life sciences,1,502,4,female,,3,2,healthcare representative,4,married,3345.0,8697.0,1,y,,25,4.0,4,part time,1,10.0,2,1.0,10,,0,7,3345.0,1988,40140.0,healthcare representative  -  research & development,,yes
502,502,39,no,travel_rarely,1314.65,,1,1,,1,503,4,female,164.33134920634922,2,4,manufacturing director,4,married,10618.33,27607.67,1,y,no,16,3.0,3,full time,1,,3,3.0,21,,11,8,10618.33,1984,127420.0,,,yes
503,503,39,no,travel_frequently,1032.49,,22,3,medical,1,504,4,female,,3,3,manufacturing director,1,single,8339.32,21682.23,1,y,,13,3.0,3,part time,0,,2,3.0,21,,2,8,8339.32,1984,100071.84,,,no
504,504,41,no,,348.32,,7,2,,1,505,2,female,43.53968253968255,4,1,research scientist,3,,,7314.67,1,y,no,13,3.0,3,full time,0,,3,3.0,10,,0,8,,1982,33760.0,,,no
505,505,44,yes,,1081.48,human resources,1,2,medical,1,506,2,male,,2,3,human resources,1,married,8735.0,22711.0,9,y,no,14,,4,full time,1,24.0,1,3.0,20,,3,6,8735.0,1979,104820.0,human resources  -  human resources,,yes
506,506,42,no,,1582.77,,2,2,medical,1,507,4,male,,3,4,manager,1,,12783.92,33238.2,0,y,no,17,3.0,4,,1,23.0,3,3.0,22,,13,7,12783.92,1981,,,,no
507,507,52,no,travel_rarely,1032.49,,7,4,life sciences,1,508,2,male,,3,3,healthcare representative,2,single,,21682.23,7,y,,19,3.0,4,part time,0,18.0,4,,8,,4,0,,1971,100071.84,,,yes
508,508,38,no,,290.04,,1,3,,1,509,3,male,36.25443871706758,4,1,human resources,3,,2342.59,6090.75,1,y,no,13,3.0,4,part time,1,7.0,2,4.0,7,,5,0,2342.59,1985,28111.13,,,yes
509,509,46,no,,290.04,human resources,1,2,life sciences,1,510,4,female,36.25443871706758,3,1,human resources,1,,,6090.75,6,y,,12,3.0,3,part time,0,10.0,3,4.0,7,,5,7,,1977,28111.13,human resources  -  human resources,,yes
510,510,35,no,,438.39,,4,4,life sciences,1,511,3,male,54.79861111111112,3,2,research scientist,3,single,3540.83,9206.17,1,y,,11,3.0,2,part time,0,,3,3.0,9,,1,1,3540.83,1988,42490.0,,,no
511,511,28,no,travel_rarely,675.69,research & development,29,1,life sciences,1,512,3,male,,1,2,manufacturing director,2,married,5457.5,14189.5,1,y,,14,,2,,2,8.0,2,2.0,8,,1,7,5457.5,1995,,manufacturing director  -  research & development,,yes
512,512,44,no,,1582.77,,28,3,life sciences,1,513,4,male,,3,4,research director,1,married,12783.92,33238.2,3,y,no,13,3.0,3,,1,,1,4.0,20,,14,17,12783.92,1979,,,,yes
513,513,50,no,,1486.85,,22,5,,1,514,3,male,,1,4,research director,4,,12009.17,31223.83,1,y,,13,3.0,4,,0,,2,3.0,32,,13,9,12009.17,1973,,,,no
514,514,55,no,travel_rarely,2020.78,,23,5,marketing,1,515,3,male,252.59722222222223,2,5,manager,4,,,42436.33,1,y,no,21,4.0,3,full time,1,36.0,3,3.0,36,,2,13,,1968,195860.0,,,yes
515,515,39,no,,849.85,sales,6,3,,1,516,4,male,,4,3,sales executive,3,married,6864.17,17846.83,2,y,no,11,3.0,1,part time,1,11.0,3,3.0,7,,7,6,6864.17,1984,82370.0,sales executive  -  sales,,yes
516,516,49,no,,331.29,research & development,13,4,,1,517,1,female,,3,1,laboratory technician,1,,2675.83,6957.17,1,y,,14,3.0,4,,1,10.0,3,2.0,9,,1,4,2675.83,1974,,laboratory technician  -  research & development,,yes
517,517,45,no,,1723.43,,28,2,technical degree,1,518,4,female,,2,4,research director,2,single,13920.0,36192.0,1,y,,11,,3,,0,21.0,2,3.0,21,6.0,8,6,13920.0,1978,,,,no
518,518,46,no,,1032.49,,2,3,,1,519,3,male,,3,3,sales executive,4,,8339.32,21682.23,4,y,,12,3.0,2,part time,1,,5,2.0,10,,0,3,8339.32,1977,100071.84,,,no
519,519,27,no,,492.56,,15,3,,1,520,4,female,,2,1,research scientist,1,married,,10343.67,0,y,no,19,3.0,4,full time,1,,2,,7,,7,3,,1996,47740.0,,,no
520,520,42,no,travel_rarely,1973.98,,2,3,,1,521,1,male,,3,5,manager,3,married,15943.72,41453.67,5,y,,11,3.0,1,,0,24.0,2,2.0,22,,4,14,15943.72,1981,,,,yes
521,521,49,no,,556.26,sales,2,3,,1,522,4,male,,2,2,sales executive,2,married,,11681.39,2,y,,14,3.0,4,part time,0,17.0,3,2.0,9,,0,8,,1974,53914.11,sales executive  -  sales,,yes
522,522,29,no,travel_rarely,556.26,,15,2,life sciences,1,523,4,female,,2,2,laboratory technician,3,single,,11681.39,0,y,yes,12,3.0,4,part time,0,10.0,3,3.0,9,,0,8,,1994,53914.11,,,yes
523,523,34,no,non-travel,471.3,,12,4,marketing,1,524,1,male,,3,2,sales executive,3,,3806.67,9897.33,0,y,no,20,4.0,3,part time,0,,2,3.0,9,,8,7,3806.67,1989,45680.0,,,no
524,524,37,no,,618.33,,1,4,,1,525,1,male,,2,2,manufacturing director,3,divorced,4994.17,12984.83,1,y,no,18,3.0,3,,1,,2,,7,,0,7,4994.17,1986,59930.0,,,no
525,525,36,no,,670.53,,11,3,,1,526,2,male,83.81646825396827,2,2,manufacturing director,2,single,5415.83,14081.17,1,y,no,13,3.0,3,full time,0,6.0,3,3.0,6,,0,3,5415.83,1987,64990.0,,,yes
526,526,45,no,,356.16,,29,3,,1,527,3,male,,3,1,research scientist,4,single,,7479.33,5,y,,13,3.0,2,full time,0,9.0,2,2.0,6,,0,3,,1978,34520.0,,,yes
527,527,29,no,travel_rarely,290.04,,15,3,,1,528,3,male,,3,1,research scientist,4,,,6090.75,1,y,no,19,3.0,1,part time,0,6.0,1,3.0,6,,1,5,,1994,28111.13,,,no
528,528,26,no,,660.01,,1,3,,1,529,3,female,,3,2,manufacturing director,2,,5330.83,13860.17,1,y,no,20,4.0,1,full time,1,6.0,6,1.0,6,,1,4,5330.83,1997,63970.0,,,no
529,529,28,no,,556.26,,9,4,life sciences,1,530,2,male,,3,2,sales executive,4,single,,11681.39,1,y,no,16,3.0,4,part time,0,,1,3.0,7,,0,7,,1995,53914.11,,,yes
530,530,42,no,travel_frequently,556.26,,30,4,technical degree,1,531,4,female,,2,2,healthcare representative,4,married,,11681.39,0,y,no,11,3.0,4,,3,7.0,4,4.0,6,,0,4,,1981,53914.11,,,yes
531,531,31,no,travel_rarely,556.26,sales,2,1,life sciences,1,532,2,male,,3,2,sales executive,4,,,11681.39,4,y,yes,13,3.0,3,part time,0,10.0,2,4.0,6,,0,5,,1992,53914.11,sales executive  -  sales,,yes
532,532,37,no,travel_rarely,1032.49,,47,3,,1,533,4,female,,3,3,manufacturing director,4,single,8339.32,21682.23,4,y,,17,3.0,4,part time,0,,3,4.0,6,,1,2,8339.32,1986,100071.84,,,yes
533,533,37,no,non-travel,1032.49,,9,4,,1,534,1,male,,3,3,sales executive,2,divorced,,21682.23,1,y,no,13,3.0,4,part time,1,9.0,6,3.0,9,,7,7,,1986,100071.84,,,no
534,534,37,no,travel_rarely,556.26,,1,4,life sciences,1,535,2,female,69.53208262471655,3,2,manufacturing director,2,married,4492.84,11681.39,6,y,,12,3.0,2,part time,1,8.0,2,2.0,6,,4,3,4492.84,1986,53914.11,,,no
535,535,24,no,travel_rarely,281.15,,23,3,medical,1,536,2,male,,4,1,research scientist,4,,,5904.17,1,y,,11,3.0,2,part time,2,,3,3.0,6,,1,4,,1999,27250.0,,,yes
536,536,50,no,,1973.98,,3,3,,1,537,1,male,,3,5,manager,2,married,15943.72,41453.67,1,y,no,11,3.0,3,,1,,2,3.0,32,,10,7,15943.72,1973,,,,no
537,537,34,no,,373.7,,1,2,life sciences,1,538,2,male,46.71230158730159,2,1,research scientist,4,,3018.33,7847.67,1,y,yes,13,3.0,4,full time,1,6.0,3,3.0,6,,1,3,3018.33,1989,36220.0,,,yes
538,538,27,no,travel_frequently,556.26,,3,1,medical,1,539,4,female,,4,2,sales executive,4,,,11681.39,1,y,,20,,2,,2,,3,3.0,6,,0,4,,1996,53914.11,,,no
539,539,25,no,,637.62,sales,42,1,,1,540,4,female,,3,2,sales executive,4,single,,13390.0,1,y,no,23,4.0,2,full time,0,6.0,5,2.0,6,,1,4,,1998,61800.0,sales executive  -  sales,,no
540,540,34,no,,647.32,sales,25,3,other,1,541,4,male,,3,2,sales executive,4,single,5228.33,13593.67,1,y,no,22,4.0,3,full time,0,6.0,5,3.0,6,,1,4,5228.33,1989,62740.0,sales executive  -  sales,,yes
541,541,34,no,,452.01,research & development,2,4,,1,542,3,female,,2,1,research scientist,1,,,9492.17,1,y,,11,,3,full time,0,6.0,3,3.0,6,,1,3,,1989,43810.0,research scientist  -  research & development,,yes
542,542,35,no,,1032.49,,7,3,other,1,543,3,male,,3,3,manufacturing director,3,single,8339.32,21682.23,3,y,no,21,4.0,2,,0,17.0,3,4.0,8,,1,6,8339.32,1988,,,,no
543,543,35,no,,264.02,,16,1,medical,1,544,1,female,33.00297619047619,2,1,research scientist,1,,,5544.5,1,y,,11,3.0,4,part time,0,6.0,3,2.0,6,,1,1,,1988,25590.0,,,no
544,544,33,no,,566.22,research & development,1,4,,1,545,3,female,70.77777777777777,4,2,healthcare representative,2,married,4573.33,11890.67,1,y,yes,13,3.0,1,full time,1,,2,3.0,6,,1,2,4573.33,1990,54880.0,healthcare representative  -  research & development,,yes
545,545,29,no,,259.38,,28,4,life sciences,1,546,3,female,,3,1,research scientist,4,divorced,2095.0,5447.0,4,y,no,22,4.0,1,part time,1,11.0,1,3.0,7,,1,7,2095.0,1994,25140.0,,,no
546,546,29,no,travel_frequently,290.04,research & development,10,3,,1,547,4,female,,3,1,research scientist,2,divorced,2342.59,6090.75,0,y,no,14,3.0,4,part time,2,8.0,2,2.0,7,,1,1,2342.59,1994,28111.13,research scientist  -  research & development,,yes
547,547,34,no,,556.26,,9,1,life sciences,1,548,2,female,69.53208262471655,3,2,sales executive,3,married,4492.84,11681.39,1,y,,20,4.0,1,part time,0,,3,2.0,6,,1,3,4492.84,1989,53914.11,,,no
548,548,28,no,travel_rarely,329.75,,19,4,medical,1,549,4,male,,2,1,laboratory technician,1,married,2663.33,6924.67,1,y,,12,3.0,3,,3,6.0,2,3.0,6,,3,3,2663.33,1995,31960.0,,,no
549,549,44,no,,290.04,,2,1,life sciences,1,550,1,female,,4,1,research scientist,4,married,,6090.75,1,y,,13,3.0,4,part time,1,10.0,5,3.0,10,,7,7,,1979,28111.13,,,no
550,550,31,no,travel_rarely,556.26,research & development,11,2,,1,551,3,male,69.53208262471655,3,2,healthcare representative,1,married,4492.84,11681.39,1,y,yes,12,,4,part time,0,6.0,2,2.0,6,,0,1,4492.84,1992,53914.11,healthcare representative  -  research & development,,no
551,551,26,no,,290.04,research & development,4,2,life sciences,1,552,3,male,36.25443871706758,3,1,research scientist,4,,2342.59,6090.75,1,y,yes,20,4.0,2,part time,0,,2,2.0,8,,2,2,2342.59,1997,28111.13,research scientist  -  research & development,,no
552,552,47,no,travel_rarely,352.86,,1,3,,1,553,1,male,,3,1,research scientist,4,,2850.0,7410.0,7,y,no,12,3.0,3,full time,1,17.0,2,2.0,6,,1,2,2850.0,1976,34200.0,,,yes
553,553,37,no,,290.04,research & development,5,2,,1,554,3,male,,4,1,laboratory technician,3,single,2342.59,6090.75,0,y,no,14,3.0,1,part time,0,7.0,2,1.0,6,,1,3,2342.59,1986,28111.13,laboratory technician  -  research & development,,no
554,554,32,no,,421.67,,1,4,,1,555,4,male,,3,2,research scientist,1,married,3405.83,8855.17,4,y,,14,3.0,2,,1,9.0,3,2.0,6,,1,2,3405.83,1991,,,,yes
555,555,32,no,,556.26,,2,3,medical,1,556,4,male,69.53208262471655,3,2,research scientist,2,divorced,4492.84,11681.39,0,y,no,13,3.0,3,part time,2,10.0,4,2.0,9,,1,6,4492.84,1991,53914.11,,,yes
556,556,33,no,non-travel,553.84,,16,3,life sciences,1,557,3,female,69.23015873015873,3,2,sales executive,4,,,11630.67,1,y,yes,25,4.0,3,part time,1,7.0,2,3.0,6,,1,2,,1990,53680.0,,,no
557,557,47,yes,,1334.67,sales,9,3,,1,558,3,male,,1,4,sales executive,3,married,,28028.0,7,y,no,11,,3,full time,0,25.0,3,1.0,23,,14,10,,1976,129360.0,sales executive  -  sales,,yes
558,558,41,yes,,556.26,,1,2,,1,559,2,female,,3,2,sales executive,4,,4492.84,11681.39,8,y,yes,11,3.0,1,part time,0,8.0,0,1.0,6,,0,5,4492.84,1982,53914.11,,,no
559,559,35,no,travel_rarely,290.04,research & development,16,3,medical,1,560,1,male,36.25443871706758,4,1,laboratory technician,2,married,,6090.75,0,y,,13,3.0,3,part time,1,6.0,5,3.0,5,,0,3,,1988,28111.13,laboratory technician  -  research & development,,no
560,560,29,no,travel_rarely,290.04,,2,3,life sciences,1,561,3,male,36.25443871706758,3,1,research scientist,2,married,2342.59,6090.75,0,y,no,23,4.0,4,part time,1,,3,3.0,5,,0,4,2342.59,1994,28111.13,,,no
561,561,32,no,travel_rarely,556.26,,1,3,life sciences,1,562,2,male,,3,2,research scientist,2,,4492.84,11681.39,1,y,no,17,3.0,2,part time,2,10.0,3,3.0,10,,0,9,4492.84,1991,53914.11,,,yes
562,562,35,no,travel_rarely,290.04,,1,3,medical,1,563,2,male,36.25443871706758,2,1,research scientist,3,single,2342.59,6090.75,1,y,no,18,3.0,1,part time,0,6.0,3,3.0,6,,0,4,2342.59,1988,28111.13,,,no
563,563,56,no,,1032.49,,13,3,,1,564,4,male,,1,3,manufacturing director,4,,8339.32,21682.23,4,y,no,11,3.0,1,,0,37.0,3,2.0,6,,0,2,8339.32,1967,,,,yes
564,564,28,no,,435.5,,4,3,medical,1,565,2,male,,3,2,sales executive,3,,,9145.5,1,y,,15,3.0,2,part time,0,5.0,3,4.0,5,,0,4,,1995,42210.0,,,yes
565,565,25,yes,travel_rarely,556.26,,5,3,,1,566,3,male,,2,2,sales executive,3,single,4492.84,11681.39,1,y,yes,11,3.0,4,,0,,1,3.0,6,,0,3,4492.84,1998,,,,yes
566,566,56,yes,,512.06,,14,4,life sciences,1,567,2,female,,3,1,research scientist,2,,,10753.17,9,y,,18,3.0,1,full time,3,7.0,2,3.0,5,,4,3,,1967,49630.0,,,yes
567,567,26,no,,290.04,research & development,6,3,,1,568,3,female,,2,1,research scientist,2,married,,6090.75,1,y,,19,3.0,3,part time,0,5.0,3,2.0,5,,4,3,,1997,28111.13,research scientist  -  research & development,,no
568,568,32,yes,,433.33,,9,3,medical,1,569,1,female,,3,1,laboratory technician,1,,3500.0,9100.0,7,y,no,22,4.0,1,,0,,2,4.0,5,,0,4,3500.0,1991,,,,no
569,569,30,no,travel_rarely,290.04,,18,3,life sciences,1,570,1,female,,3,1,research scientist,3,single,2342.59,6090.75,1,y,no,14,3.0,3,part time,0,,4,2.0,5,,0,4,2342.59,1993,28111.13,,,yes
570,570,50,no,travel_rarely,1973.98,,11,3,,1,571,3,female,,3,5,manager,2,,15943.72,41453.67,3,y,,15,3.0,2,,0,,5,3.0,5,,4,4,15943.72,1973,,,,no
571,571,32,no,,290.04,,6,5,life sciences,1,572,3,male,,3,1,research scientist,3,,2342.59,6090.75,3,y,no,20,4.0,1,part time,0,8.0,2,,5,,1,4,2342.59,1991,28111.13,,,no
572,572,45,no,travel_rarely,516.49,,4,2,,1,573,3,female,,3,2,sales executive,1,,4171.67,10846.33,4,y,,11,3.0,1,,1,9.0,3,4.0,5,,0,3,4171.67,1978,,,,no
573,573,43,no,,290.04,,7,3,,1,574,4,male,36.25443871706758,4,1,research scientist,4,divorced,2342.59,6090.75,4,y,no,14,3.0,4,part time,3,7.0,3,4.0,5,,2,2,2342.59,1980,28111.13,,,yes
574,574,29,yes,,788.15,,27,3,marketing,1,575,2,female,,3,3,sales executive,4,married,,16551.17,1,y,,22,4.0,4,part time,3,10.0,3,2.0,10,,1,9,,1994,76390.0,,,yes
575,575,31,no,non-travel,556.26,research & development,1,4,medical,1,576,3,male,,1,2,manufacturing director,3,,,11681.39,0,y,,12,3.0,4,part time,1,6.0,2,3.0,5,,1,4,,1992,53914.11,manufacturing director  -  research & development,,yes
